AnimalID,LitterRef,Group,DateOfBirth,Sex,Treatment,Outcome,Time,Mnths,LitterSize,Mat.Birthdate,Mat.Age,MAMnths,Mat.Litter,Mother,Sur30,GroupSize,TunnelSize,M,Density,Mat_Col,Pat_Col,Date,Weight,Age,Amnths
PIM006,663,Pigeon,27/01/2021,M,IB,NA,1129,37.3,4,26/03/2016,1768,58.4,3,11,1,5,S,4,1.3,Moniz,Moniz,02/05/2023,112,826,27.3
PIM013,721,Pigeon,11/09/2021,M,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,02/05/2023,84,599,19.8
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,02/05/2023,183,1059,35
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,02/05/2023,161,1059,35
TEM004,618,Tit-Babbler,04/10/2020,M,IB,NA,1244,41.1,3,15/11/2015,1785,59,2,15,1,4,S,4,1,Crick,Crick,02/05/2023,181,941,31.1
TEM007,659,Tit-Babbler,25/01/2021,M,IB,NA,1131,37.4,2,15/11/2015,1898,62.7,3,15,1,5,S,4,1.3,Crick,Crick,02/05/2023,173,828,27.4
TEM008,659,Tit-Babbler,25/01/2021,M,IB,NA,1131,37.4,2,15/11/2015,1898,62.7,3,15,1,5,S,4,1.3,Crick,Crick,02/05/2023,166,828,27.4
TEM013,763,Tit-Babbler,18/02/2022,M,IB,NA,742,24.5,2,15/11/2015,2287,75.6,6,15,1,7,M,8,0.9,Crick,Crick,02/05/2023,99,439,14.5
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,02/05/2023,130,1129,37.3
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,02/05/2023,124,1129,37.3
TLF010,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,02/05/2023,117,847,28
TLF012,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,02/05/2023,118,847,28
TLF013,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,02/05/2023,104,847,28
TLF018,740,Tarentaal,12/12/2021,F,IB,NA,810,26.8,5,27/01/2016,2146,70.9,5,13,1,10,M,8,1.3,Tesla,Tesla,02/05/2023,78,507,16.8
TLF022,740,Tarentaal,12/12/2021,F,IB,NA,810,26.8,5,27/01/2016,2146,70.9,5,13,1,10,M,8,1.3,Tesla,Tesla,02/05/2023,70,507,16.8
TLM009,654,Tarentaal,06/01/2021,M,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,02/05/2023,113,847,28
TLM015,691,Tarentaal,20/05/2021,M,IB,Death,982,32.5,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,02/05/2023,128,713,23.6
TLM016,691,Tarentaal,20/05/2021,M,IB,NA,1016,33.6,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,02/05/2023,129,713,23.6
TLM019,740,Tarentaal,12/12/2021,M,IB,NA,810,26.8,5,27/01/2016,2146,70.9,5,13,1,10,M,8,1.3,Tesla,Tesla,02/05/2023,100,507,16.8
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,02/05/2023,143,1171,38.7
TNF011,648,Tinktinkie,13/12/2020,F,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,02/05/2023,105,871,28.8
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,02/05/2023,120,701,23.2
TNF016,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,02/05/2023,75,701,23.2
TNF018,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,02/05/2023,93,701,23.2
TNM009,599,Tinktinkie,04/08/2020,M,IB,Death,1266,41.9,3,05/10/2017,1034,34.2,2,14,1,3,S,4,0.8,Mandela,Mandela,02/05/2023,172,1002,33.1
TNM012,648,Tinktinkie,13/12/2020,M,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,02/05/2023,132,871,28.8
TNM017,696,Tinktinkie,01/06/2021,M,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,02/05/2023,154,701,23.2
VLF004,630,Vulture,08/11/2020,F,NB,Death,1079,35.7,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,02/05/2023,81,906,30
VLM007,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,02/05/2023,103,682,22.5
VLM012,755,Vulture,30/01/2022,M,NB,NA,761,25.2,2,16/09/2016,1962,64.9,5,16,1,13,M,8,1.6,West,Hawking,02/05/2023,82,458,15.1
VLM013,755,Vulture,30/01/2022,M,NB,NA,761,25.2,2,16/09/2016,1962,64.9,5,16,1,13,M,8,1.6,West,Hawking,02/05/2023,70,458,15.1
GEF001,563,Geelvink,23/02/2020,F,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,03/05/2023,117,1166,38.5
GEM003,563,Geelvink,23/02/2020,M,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,03/05/2023,168,1166,38.5
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,03/05/2023,166,1057,34.9
KSF010,704,Kapantsi,11/07/2021,F,NB,Death,949,31.4,3,11/08/2016,1795,59.3,4,8,1,5,M,8,0.6,Moniz,Nakuru,03/05/2023,98,662,21.9
KSM006,673,Kapantsi,02/03/2021,M,NB,NA,1095,36.2,3,11/08/2016,1664,55,3,8,1,5,S,4,1.3,Moniz,Nakuru,03/05/2023,192,793,26.2
KSM008,673,Kapantsi,02/03/2021,M,NB,NA,1095,36.2,3,11/08/2016,1664,55,3,8,1,5,S,4,1.3,Moniz,Nakuru,03/05/2023,164,793,26.2
KSM009,704,Kapantsi,11/07/2021,M,NB,NA,964,31.9,3,11/08/2016,1795,59.3,4,8,1,5,M,8,0.6,Moniz,Nakuru,03/05/2023,151,662,21.9
KSM012,752,Kapantsi,28/01/2022,M,NB,NA,763,25.2,5,11/08/2016,1996,66,5,8,1,7,M,8,0.9,Moniz,Nakuru,03/05/2023,115,461,15.2
KSM014,752,Kapantsi,28/01/2022,M,NB,NA,763,25.2,5,11/08/2016,1996,66,5,8,1,7,M,8,0.9,Moniz,Nakuru,03/05/2023,107,461,15.2
KSM016,752,Kapantsi,28/01/2022,M,NB,NA,763,25.2,5,11/08/2016,1996,66,5,8,1,7,M,8,0.9,Moniz,Nakuru,03/05/2023,102,461,15.2
MBM005,634,Marabou,14/11/2020,M,NB,Death,1069,35.3,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,03/05/2023,201,901,29.8
MBM007,679,Marabou,19/03/2021,M,NB,Death,944,31.2,2,28/06/2016,1725,57,3,10,1,5,S,4,1.3,Durrell,Moniz,03/05/2023,174,776,25.7
MBM008,710,Marabou,14/08/2021,M,NB,Death,796,26.3,2,28/06/2016,1873,61.9,4,10,1,7,M,8,0.9,Durrell,Moniz,03/05/2023,223,628,20.8
MBM009,710,Marabou,14/08/2021,M,NB,Death,796,26.3,2,28/06/2016,1873,61.9,4,10,1,7,M,8,0.9,Durrell,Moniz,03/05/2023,135,628,20.8
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,04/05/2023,95,921,30.4
HCF005,756,Hammercobb,01/02/2022,F,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,04/05/2023,117,458,15.1
HCM002,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,04/05/2023,195,921,30.4
HCM003,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,04/05/2023,238,921,30.4
HCM004,756,Hammercobb,01/02/2022,M,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,04/05/2023,132,458,15.1
HCM006,756,Hammercobb,01/02/2022,M,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,04/05/2023,119,458,15.1
VLF011,723,Vulture,02/10/2021,F,NB,Death,835,27.6,4,16/09/2016,1842,60.9,4,16,1,10,M,8,1.3,West,Hawking,05/05/2023,126,581,19.2
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,07/05/2023,180,1134,37.5
PIF010,689,Pigeon,16/05/2021,F,IB,NA,1020,33.7,3,26/03/2016,1877,62,4,11,1,7,M,8,0.9,Moniz,Moniz,07/05/2023,124,722,23.9
PIF014,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,07/05/2023,59,604,20
PIM013,721,Pigeon,11/09/2021,M,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,07/05/2023,77,604,20
TEM004,618,Tit-Babbler,04/10/2020,M,IB,NA,1244,41.1,3,15/11/2015,1785,59,2,15,1,4,S,4,1,Crick,Crick,07/05/2023,187,946,31.3
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,07/05/2023,134,1134,37.5
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,07/05/2023,130,1134,37.5
VLF011,723,Vulture,02/10/2021,F,NB,Death,835,27.6,4,16/09/2016,1842,60.9,4,16,1,10,M,8,1.3,West,Hawking,08/05/2023,127,584,19.3
PIF004,623,Pigeon,13/10/2020,F,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,10/05/2023,120,940,31.1
PIM003,623,Pigeon,13/10/2020,M,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,10/05/2023,154,940,31.1
TEM004,618,Tit-Babbler,04/10/2020,M,IB,NA,1244,41.1,3,15/11/2015,1785,59,2,15,1,4,S,4,1,Crick,Crick,10/05/2023,188,949,31.4
BAM001,573,Bateleur,30/03/2020,M,IB,Death,1332,44,3,28/04/2017,1067,35.3,1,1,1,2,S,4,0.5,Tesla,Tesla,11/05/2023,185,1138,37.6
PIM003,623,Pigeon,13/10/2020,M,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,11/05/2023,150,941,31.1
SNF003,603,Sneeubal,14/08/2020,F,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,11/05/2023,67,1001,33.1
SNF012,713,Sneeubal,19/08/2021,F,IB,NA,925,30.6,3,15/11/2015,2104,69.6,4,12,1,5,M,8,0.6,West,West,11/05/2023,87,631,20.9
SNF016,737,Sneeubal,02/12/2021,F,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,11/05/2023,91,526,17.4
SNF017,737,Sneeubal,02/12/2021,F,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,11/05/2023,63,526,17.4
SNM001,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,11/05/2023,155,1001,33.1
SNM002,603,Sneeubal,14/08/2020,M,IB,NA,1295,42.8,3,15/11/2015,1734,57.3,1,12,1,2,S,4,0.5,West,West,11/05/2023,151,1001,33.1
SNM013,713,Sneeubal,19/08/2021,M,IB,NA,925,30.6,3,15/11/2015,2104,69.6,4,12,1,5,M,8,0.6,West,West,11/05/2023,152,631,20.9
SNM014,737,Sneeubal,02/12/2021,M,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,11/05/2023,90,526,17.4
SNM015,737,Sneeubal,02/12/2021,M,IB,NA,820,27.1,4,15/11/2015,2209,73,5,12,1,8,M,8,1,West,West,11/05/2023,87,526,17.4
VLF004,630,Vulture,08/11/2020,F,NB,Death,1079,35.7,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,11/05/2023,84,915,30.2
VLF005,630,Vulture,08/11/2020,F,NB,NA,1209,40,2,16/09/2016,1514,50,2,16,1,5,S,4,1.3,West,Hawking,11/05/2023,99,915,30.2
VLF006,699,Vulture,20/06/2021,F,NB,StatusChange,851,28.1,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,11/05/2023,125,691,22.8
VLF011,723,Vulture,02/10/2021,F,NB,Death,835,27.6,4,16/09/2016,1842,60.9,4,16,1,10,M,8,1.3,West,Hawking,11/05/2023,124,587,19.4
VLM001,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,11/05/2023,206,1089,36
VLM002,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,11/05/2023,204,1089,36
VLM003,585,Vulture,18/05/2020,M,NB,NA,1383,45.7,3,16/09/2016,1340,44.3,1,16,1,2,S,4,0.5,West,Hawking,11/05/2023,213,1089,36
VLM007,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,11/05/2023,112,691,22.8
VLM008,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,11/05/2023,144,691,22.8
VLM012,755,Vulture,30/01/2022,M,NB,NA,761,25.2,2,16/09/2016,1962,64.9,5,16,1,13,M,8,1.6,West,Hawking,11/05/2023,86,467,15.4
VLM013,755,Vulture,30/01/2022,M,NB,NA,761,25.2,2,16/09/2016,1962,64.9,5,16,1,13,M,8,1.6,West,Hawking,11/05/2023,75,467,15.4
PIM013,721,Pigeon,11/09/2021,M,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,13/05/2023,75,610,20.2
PIF004,623,Pigeon,13/10/2020,F,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,14/05/2023,118,944,31.2
PIM003,623,Pigeon,13/10/2020,M,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,14/05/2023,157,944,31.2
VLM007,699,Vulture,20/06/2021,M,NB,NA,985,32.6,3,16/09/2016,1738,57.5,3,16,1,7,M,8,0.9,West,Hawking,14/05/2023,104,694,22.9
GEF001,563,Geelvink,23/02/2020,F,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,15/05/2023,114,1178,38.9
GEM003,563,Geelvink,23/02/2020,M,NB,NA,1468,48.5,3,14/06/2014,2080,68.8,1,4,1,2,S,4,0.5,G11,Bennett,15/05/2023,169,1178,38.9
HOM001,632,Hoopoe,10/11/2020,M,IB,Death,1037,34.3,1,24/02/2017,1355,44.8,1,6,1,2,S,4,0.5,Aristotle,Aristotle,15/05/2023,165,917,30.3
BIF001,629,Bishop,29/10/2020,F,IB,NA,1219,40.3,1,13/02/2018,989,32.7,1,2,1,2,S,4,0.5,Zunki3,Zunki3,16/05/2023,128,930,30.7
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,16/05/2023,92,933,30.8
HCF005,756,Hammercobb,01/02/2022,F,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,16/05/2023,116,470,15.5
HCM002,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,16/05/2023,183,933,30.8
HCM003,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,16/05/2023,228,933,30.8
HCM004,756,Hammercobb,01/02/2022,M,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,16/05/2023,137,470,15.5
HCM006,756,Hammercobb,01/02/2022,M,NB,NA,759,25.1,4,09/01/2018,1484,49.1,2,5,1,5,M,8,0.6,Bennett,Curie,16/05/2023,120,470,15.5
KSF001,588,Kapantsi,11/06/2020,F,NB,NA,1359,44.9,3,11/08/2016,1400,46.3,1,8,1,2,S,4,0.5,Moniz,Nakuru,16/05/2023,162,1070,35.4
KSF010,704,Kapantsi,11/07/2021,F,NB,Death,949,31.4,3,11/08/2016,1795,59.3,4,8,1,5,M,8,0.6,Moniz,Nakuru,16/05/2023,96,675,22.3
KSM006,673,Kapantsi,02/03/2021,M,NB,NA,1095,36.2,3,11/08/2016,1664,55,3,8,1,5,S,4,1.3,Moniz,Nakuru,16/05/2023,191,806,26.6
KSM008,673,Kapantsi,02/03/2021,M,NB,NA,1095,36.2,3,11/08/2016,1664,55,3,8,1,5,S,4,1.3,Moniz,Nakuru,16/05/2023,155,806,26.6
KSM009,704,Kapantsi,11/07/2021,M,NB,NA,964,31.9,3,11/08/2016,1795,59.3,4,8,1,5,M,8,0.6,Moniz,Nakuru,16/05/2023,150,675,22.3
KSM012,752,Kapantsi,28/01/2022,M,NB,NA,763,25.2,5,11/08/2016,1996,66,5,8,1,7,M,8,0.9,Moniz,Nakuru,16/05/2023,116,474,15.7
KSM014,752,Kapantsi,28/01/2022,M,NB,NA,763,25.2,5,11/08/2016,1996,66,5,8,1,7,M,8,0.9,Moniz,Nakuru,16/05/2023,115,474,15.7
KSM016,752,Kapantsi,28/01/2022,M,NB,NA,763,25.2,5,11/08/2016,1996,66,5,8,1,7,M,8,0.9,Moniz,Nakuru,16/05/2023,102,474,15.7
MBM005,634,Marabou,14/11/2020,M,NB,Death,1069,35.3,2,28/06/2016,1600,52.9,2,10,1,3,S,4,0.8,Durrell,Moniz,16/05/2023,196,914,30.2
MBM007,679,Marabou,19/03/2021,M,NB,Death,944,31.2,2,28/06/2016,1725,57,3,10,1,5,S,4,1.3,Durrell,Moniz,16/05/2023,177,789,26.1
MBM008,710,Marabou,14/08/2021,M,NB,Death,796,26.3,2,28/06/2016,1873,61.9,4,10,1,7,M,8,0.9,Durrell,Moniz,16/05/2023,217,641,21.2
MBM009,710,Marabou,14/08/2021,M,NB,Death,796,26.3,2,28/06/2016,1873,61.9,4,10,1,7,M,8,0.9,Durrell,Moniz,16/05/2023,143,641,21.2
BIF005,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,17/05/2023,97,549,18.1
BIF006,730,Bishop,15/11/2021,F,IB,NA,837,27.7,2,13/02/2018,1371,45.3,3,2,1,5,M,8,0.6,Zunki3,Zunki3,17/05/2023,89,549,18.1
BIF007,764,Bishop,02/03/2022,F,IB,NA,730,24.1,3,13/02/2018,1478,48.9,4,2,1,7,M,8,0.9,Zunki3,Zunki3,17/05/2023,82,442,14.6
BIM002,665,Bishop,11/02/2021,M,IB,NA,1114,36.8,3,13/02/2018,1094,36.2,2,2,1,3,S,4,0.8,Zunki3,Zunki3,17/05/2023,151,826,27.3
BIM008,764,Bishop,02/03/2022,M,IB,NA,730,24.1,3,13/02/2018,1478,48.9,4,2,1,7,M,8,0.9,Zunki3,Zunki3,17/05/2023,64,442,14.6
BIM009,764,Bishop,02/03/2022,M,IB,NA,730,24.1,3,13/02/2018,1478,48.9,4,2,1,7,M,8,0.9,Zunki3,Zunki3,17/05/2023,77,442,14.6
HCF001,628,Hammercobb,26/10/2020,F,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,17/05/2023,95,934,30.9
HCM002,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,17/05/2023,182,934,30.9
HCM003,628,Hammercobb,26/10/2020,M,NB,NA,1222,40.4,3,09/01/2018,1021,33.8,1,5,1,2,S,4,0.5,Bennett,Curie,17/05/2023,225,934,30.9
HOM001,632,Hoopoe,10/11/2020,M,IB,Death,1037,34.3,1,24/02/2017,1355,44.8,1,6,1,2,S,4,0.5,Aristotle,Aristotle,17/05/2023,168,919,30.4
PIF001,593,Pigeon,28/06/2020,F,IB,NA,1342,44.4,2,26/03/2016,1555,51.4,1,11,1,2,S,4,0.5,Moniz,Moniz,17/05/2023,145,1054,34.8
PIF004,623,Pigeon,13/10/2020,F,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,17/05/2023,109,947,31.3
PIF010,689,Pigeon,16/05/2021,F,IB,NA,1020,33.7,3,26/03/2016,1877,62,4,11,1,7,M,8,0.9,Moniz,Moniz,17/05/2023,127,732,24.2
PIF012,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,17/05/2023,73,614,20.3
PIF014,721,Pigeon,11/09/2021,F,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,17/05/2023,59,614,20.3
PIM003,623,Pigeon,13/10/2020,M,IB,NA,1235,40.8,2,26/03/2016,1662,54.9,2,11,1,4,S,4,1,Moniz,Moniz,17/05/2023,146,947,31.3
PIM006,663,Pigeon,27/01/2021,M,IB,NA,1129,37.3,4,26/03/2016,1768,58.4,3,11,1,5,S,4,1.3,Moniz,Moniz,17/05/2023,115,841,27.8
PIM013,721,Pigeon,11/09/2021,M,IB,NA,902,29.8,3,26/03/2016,1995,66,5,11,1,8,M,8,1,Moniz,Moniz,17/05/2023,82,614,20.3
TEM002,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,17/05/2023,185,1074,35.5
TEM003,587,Tit-Babbler,08/06/2020,M,IB,NA,1362,45,3,15/11/2015,1667,55.1,1,15,1,2,S,4,0.5,Crick,Crick,17/05/2023,165,1074,35.5
TEM004,618,Tit-Babbler,04/10/2020,M,IB,NA,1244,41.1,3,15/11/2015,1785,59,2,15,1,4,S,4,1,Crick,Crick,17/05/2023,180,956,31.6
TEM007,659,Tit-Babbler,25/01/2021,M,IB,NA,1131,37.4,2,15/11/2015,1898,62.7,3,15,1,5,S,4,1.3,Crick,Crick,17/05/2023,178,843,27.9
TEM008,659,Tit-Babbler,25/01/2021,M,IB,NA,1131,37.4,2,15/11/2015,1898,62.7,3,15,1,5,S,4,1.3,Crick,Crick,17/05/2023,176,843,27.9
TEM013,763,Tit-Babbler,18/02/2022,M,IB,NA,742,24.5,2,15/11/2015,2287,75.6,6,15,1,7,M,8,0.9,Crick,Crick,17/05/2023,103,454,15
TLF005,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,17/05/2023,129,1144,37.8
TLF007,574,Tarentaal,30/03/2020,F,IB,NA,1432,47.3,5,27/01/2016,1524,50.4,2,13,1,2,S,4,0.5,Tesla,Tesla,17/05/2023,117,1144,37.8
TLF010,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,17/05/2023,115,862,28.5
TLF012,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,17/05/2023,114,862,28.5
TLF013,654,Tarentaal,06/01/2021,F,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,17/05/2023,110,862,28.5
TLF018,740,Tarentaal,12/12/2021,F,IB,NA,810,26.8,5,27/01/2016,2146,70.9,5,13,1,10,M,8,1.3,Tesla,Tesla,17/05/2023,80,522,17.3
TLF022,740,Tarentaal,12/12/2021,F,IB,NA,810,26.8,5,27/01/2016,2146,70.9,5,13,1,10,M,8,1.3,Tesla,Tesla,17/05/2023,71,522,17.3
TLM009,654,Tarentaal,06/01/2021,M,IB,NA,1150,38,5,27/01/2016,1806,59.7,3,13,1,4,S,4,1,Tesla,Tesla,17/05/2023,145,862,28.5
TLM015,691,Tarentaal,20/05/2021,M,IB,Death,982,32.5,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,17/05/2023,125,728,24.1
TLM016,691,Tarentaal,20/05/2021,M,IB,NA,1016,33.6,4,27/01/2016,1940,64.1,4,13,1,8,M,8,1,Tesla,Tesla,17/05/2023,129,728,24.1
TLM019,740,Tarentaal,12/12/2021,M,IB,NA,810,26.8,5,27/01/2016,2146,70.9,5,13,1,10,M,8,1.3,Tesla,Tesla,17/05/2023,92,522,17.3
TNF003,560,Tinktinkie,17/02/2020,F,IB,Death,1435,47.4,6,05/10/2017,865,28.6,1,14,1,2,S,4,0.5,Mandela,Mandela,17/05/2023,141,1186,39.2
TNF011,648,Tinktinkie,13/12/2020,F,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,17/05/2023,105,886,29.3
TNF015,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,17/05/2023,116,716,23.7
TNF016,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,17/05/2023,75,716,23.7
TNF018,696,Tinktinkie,01/06/2021,F,IB,Death,965,31.9,4,05/10/2017,1335,44.1,4,14,1,6,M,8,0.8,Mandela,Mandela,17/05/2023,91,716,23.7
TNM009,599,Tinktinkie,04/08/2020,M,IB,Death,1266,41.9,3,05/10/2017,1034,34.2,2,14,1,3,S,4,0.8,Mandela,Mandela,17/05/2023,177,1017,33.6
TNM012,648,Tinktinkie,13/12/2020,M,IB,Death,1135,37.5,4,05/10/2017,1165,38.5,3,14,1,4,S,4,1,Mandela,Mandela,17/05/2023,138,886,29.3
